field_1,Haltestellen_Id,ein_dtv,aus_dtv,ein_dwv,aus_dwv,HALTESTELLEN_Haltestellennummer,HALTESTELLEN_Haltestellenkurzname,HALTESTELLEN_Haltestellenlangname,sum_dtv,sum_dwv
"352","364",2276.97467972603,2427.1060539726,2547.10345856574,2663.38179163347,"1234",BANL,"Zürich, Bäckeranlage",4704.08073369863,5210.48525019921
"353","365",1372.27474712329,1330.25187506849,1581.5086561753,1534.54432031873,"1076",GUET,"Zürich, Güterbahnhof",2702.52662219178,3116.05297649403
"354","366",658.288776438356,721.796421917808,696.834276494024,759.639537848606,"1162",HERD,"Zürich, Herdernstrasse",1380.08519835616,1456.47381434263
"355","367",332.992159452055,398.124982739726,386.540431075697,468.12198685259,"2366",SEID,"Zürich, Seidelhof",731.117142191781,854.662417928287
"356","368",630.864330684931,616.331971232877,740.60147689243,730.727169322709,"1640",MICA,"Zürich, Micafil",1247.19630191781,1471.32864621514
"357","369",602.49135890411,658.377893972603,760.968709163347,838.787694422311,"1690",MULL,"Schlieren, Mülligen",1260.86925287671,1599.75640358566
"358","370",1052.46108438356,1148.21098054795,1283.18101912351,1402.93720278884,"935",GASO,"Schlieren, Gasometerbrücke",2200.67206493151,2686.11822191235
"359","371",443.729877534247,391.987624657534,506.442212350598,448.735310756972,"2798",WAGO,"Schlieren, Wagonsfabrik",835.717502191781,955.17752310757
"360","372",1662.92707726027,1529.13534219178,1963.49770199203,1822.47968087649,"2237",SZEN,"Schlieren, Zentrum",3192.06241945205,3785.97738286852
"361","373",708.417705205479,646.257158356164,838.006184860558,767.005031075697,"1592",LUGG,"Zürich, Luggwegstrasse",1354.67486356164,1605.01121593626
"362","374",1562.28531260274,1622.45877643836,1711.79437888446,1783.94993386454,"3148",LETP,"Zürich, Letzipark",3184.7440890411,3495.744312749
"363","375",836.696148493151,855.915459178082,1015.54061434263,1035.31706215139,"2142",SBBW,"Zürich, SBB-Werkstätte",1692.61160767123,2050.85767649402
"364","376",205.943836986301,326.732526027397,228.998966135458,370.512557768924,"1362",KAPF,"Zürich, Kapfstrasse",532.676363013698,599.511523904382
"365","377",90.5601364383562,143.856705753425,100.772588844622,166.460149800797,"2251",SYFI,"Zürich, Schlyfi",234.416842191781,267.232738645419
"366","378",538.701942191781,550.269753972603,614.389039442231,618.166773705179,"713",DRUS,"Zürich, Drusbergstrasse",1088.97169616438,1232.55581314741
"367","379",236.887101643836,313.478862739726,265.943275298805,350.458465737052,"2836",WASE,"Zürich, Waserstrasse",550.365964383562,616.401741035857
"368","380",1669.91365205479,1655.71737479452,1957.17614741036,1953.61877211155,"617",CARL,"Zürich, Carl-Spitteler-Strasse",3325.63102684931,3910.79491952191
"369","381",205.304399178082,393.005724931507,228.207871314741,432.193145816733,"455",BERH,"Zürich, Berghaldenstrasse",598.310124109589,660.401017131474
"370","382",1361.73207534247,1296.67035863014,1566.6989940239,1490.22068087649,"1584",LOOR,"Zürich, Loorenstrasse",2658.40243397261,3056.91967490039
"371","383",349.269456438356,430.511226849315,395.064388844622,479.896843824701,"3011",ZWEI,"Zürich, Zweiackerstrasse",779.780683287671,874.961232669323
"372","384",903.145649589041,951.08488,1040.45984900398,1080.37347091633,"1389",KIEN,"Zürich, Kienastenwies",1854.23052958904,2120.83331992031
"373","385",748.667232876712,835.977205479452,891.331075697211,987.321992031872,"2128",ROES,"Zürich, Röslistrasse",1584.64443835616,1878.65306772908
"374","386",1173.41493150685,1291.71180821918,1383.87932270916,1511.80434262948,"1856",OTTI,"Zürich, Ottikerstrasse",2465.12673972603,2895.68366533864
"375","387",1280.42797260274,1466.19506849315,1559.83438247012,1821.33346613546,"2411",SONN,"Zürich, Sonneggstrasse",2746.62304109589,3381.16784860558
"376","388",2115.33279452055,2594.26484931507,2578.92721115538,3160.93039840637,"1100",HEGG,"Zürich, Haldenegg",4709.59764383562,5739.85760956175
"377","389",2285.51654794521,2215.79517808219,2500.06916334661,2479.77227091633,"2113",RBRU,"Zürich, Rudolf-Brun-Brücke",4501.3117260274,4979.84143426294
"378","390",2702.17484931507,2664.32093150685,2950.89338645418,2931.79729083665,"2030",RATH,"Zürich, Rathaus",5366.49578082192,5882.69067729083
"379","391",1967.28419178082,1896.98463013699,2147.98784860558,2140.49342629482,"1157",HELM,"Zürich, Helmhaus",3864.26882191781,4288.4812749004
"380","392",6629.85150684932,6561.35389041096,8581.01729083665,8458.28370517928,"2582",STOC,"Zürich, Stockerstrasse",13191.2053972603,17039.3009960159
"381","393",2317.11794520548,2158.82852054795,3030.23231075697,2808.20577689243,"2689",TUNN,"Zürich, Tunnelstrasse",4475.94646575343,5838.4380876494
"382","394",2875.85120547945,3192.28580821918,3972.32657370518,4409.82844621514,"2722",UETL,"Zürich, Uetlihof",6068.13701369863,8382.15501992032
"383","395",1950.80024657534,2069.31605479452,2232.25565737052,2350.30908366534,"2596",STRV,"Zürich, Strassenverkehrsamt",4020.11630136986,4582.56474103586
"384","396",462.541205479452,676.66498630137,475.892828685259,701.210756972112,"46",ALBG,"Zürich, Albisgütli",1139.20619178082,1177.10358565737
"385","397",1130.22164383562,1079.24265753425,1277.24725099602,1220.61446215139,"845",FELS,"Zürich, Felsenrainstrasse",2209.46430136987,2497.86171314741
"386","398",1341.11797260274,1447.21761643836,1534.41362549801,1667.15390438247,"2151",SALE,"Zürich, Salersteig",2788.3355890411,3201.56752988048
"387","399",2731.11791780822,2797.97816438356,3166.91553784861,3227.74402390438,"465",BERN,"Zürich, Berninaplatz",5529.09608219178,6394.65956175299
"388","400",1346.56830136986,1470.41460273973,1523.20314741036,1635.91517928287,"1215",HIRS,"Zürich, Hirschwiesenstrasse",2816.98290410959,3159.11832669323
"389","401",1539.24649315068,1881.76235616438,1741.64816733068,2103.7984063745,"1061",GUGG,"Zürich, Guggachstrasse",3421.00884931506,3845.44657370518
"390","402",2101.22717808219,1994.73964383562,2418.29258964143,2304.61215139442,"2160",SCHA,"Zürich, Schaufelbergerstrasse",4095.96682191781,4722.90474103585
"391","403",1535.22134246575,1437.96432876712,1849.55358565737,1741.4025498008,"3453",TECH,"Zürich, Technopark",2973.18567123287,3590.95613545817
"392","404",3286.94816438356,3183.23808219178,4047.69258964143,3928.52796812749,"718",TONA,"Zürich, Toni-Areal",6470.18624657534,7976.22055776892
"393","405",824.056794520548,849.321260273973,1063.61039840637,1085.51482071713,"2449",SPOW,"Zürich, Sportweg",1673.37805479452,2149.1252191235
"394","406",270.350493150685,273.078273972603,346.419880478088,348.349601593625,"7",AARG,"Zürich, Aargauerstrasse",543.428767123288,694.769482071713
"395","407",197.771890410959,248.930794520548,244.021274900398,294.23219123506,"6648",WURZ,"Zürich, Würzgraben",446.702684931507,538.253466135458
"396","408",2479.76967123288,2355.416,3029.1271314741,2853.90541832669,"1251",HOTT,"Zürich, Hottingerplatz",4835.18567123288,5883.03254980079
"397","409",3623.11082191781,3639.16323287671,4062.83087649402,4061.2622310757,"2124",ROEM,"Zürich, Römerhof",7262.27405479452,8124.09310756972
"398","410",1210.47780821918,1359.22043835616,1400.81394422311,1550.08270916335,"1278",HOEL,"Zürich, Hölderlinstrasse",2569.69824657534,2950.89665338646
"399","411",1723.72682191781,1747.35479452055,1986.62346613546,2021.77721115538,"2385",SIEM,"Zürich, Siemens",3471.08161643836,4008.40067729084
"400","412",667.571643835616,733.618575342466,760.715737051793,832.923187250996,"788",ENGV,"Zürich, Englischviertelstrasse",1401.19021917808,1593.63892430279
"401","413",1100.73345205479,1272.85317808219,1372.51039840637,1569.58601593626,"2551",BSEL,"Zürich, Bahnhof Selnau",2373.58663013698,2942.09641434263
"402","414",4364.17884931507,4500.79334246575,4686.4196812749,4812.93007968127,"1158",HELV,"Zürich, Helvetiaplatz",8864.97219178082,9499.34976095617
"403","415",1686.18482191781,1727.48805479452,1899.47243027888,1965.18605577689,"2127",ROEN,"Zürich, Röntgenstrasse",3413.67287671233,3864.65848605577
"404","416",1350.51838356164,1515.88901369863,1500.61310756972,1673.75772908367,"1745",NORS,"Zürich, Nordstrasse",2866.40739726027,3174.37083665339
"405","417",527.077780821918,607.889369863014,573.398764940239,661.085577689243,"1595",LAEG,"Zürich, Lägernstrasse",1134.96715068493,1234.48434262948
"406","418",667.214082191781,788.238575342466,768.136892430279,913.966055776892,"498",BIRD,"Zürich, Birchdörfli",1455.45265753425,1682.10294820717
"407","419",1241.50832876712,1054.78452054795,1436.84199203187,1214.94585657371,"1259",HUNG,"Zürich, Hungerbergstrasse",2296.29284931507,2651.78784860558
"408","420",982.083369863014,911.641753424658,1114.40035856574,1022.98326693227,"1239",HOLZ,"Zürich, Holzerhurd",1893.72512328767,2137.38362549801
"409","421",1196.58147945205,985.751506849315,1389.22470119522,1167.19800796813,"1386",KERN,"Zürich, Kernstrasse",2182.33298630137,2556.42270916335
"410","422",710.391534246575,681.940356164384,833.27422310757,792.403067729084,"1272",HOEF,"Zürich, Höfliweg",1392.33189041096,1625.67729083665
"411","423",884.320794520548,787.946876712329,1002.52258964143,901.816772908366,"902",FRIB,"Zürich, Friesenberg",1672.26767123288,1904.3393625498
"412","424",1295.10408219178,1521.06126027397,1461.19398406375,1709.0177689243,"904",FRIE,"Zürich, Friesenbergstrasse",2816.16534246575,3170.21175298805
"413","425",776.455205479452,839.915561643836,893.37374501992,957.425657370518,"1307",IHAG,"Zürich, Im Hagacker",1616.37076712329,1850.79940239044
"414","426",693.457506849315,912.698465753425,796.271195219123,1054.38749003984,"1143",HEGA,"Zürich, Hegianwandweg",1606.15597260274,1850.65868525896
"415","427",554.188684931507,550.036767123288,616.478605577689,614.057370517928,"2107",ROSW,"Zürich, Roswiesen",1104.22545205479,1230.53597609562
"416","428",963.282136986301,997.005342465753,1107.0812749004,1137.65780876494,"998",GLAT,"Zürich, Glattwiesen",1960.28747945205,2244.73908366534
"417","429",1225.32668493151,1272.9975890411,1362.41099601594,1412.59235059761,"2008",PROB,"Zürich, Probstei",2498.32427397261,2775.00334661355
"418","430",728.516712328767,783.071479452055,835.232430278884,896.601792828685,"1620",MATT,"Zürich, Mattenhof",1511.58819178082,1731.83422310757
"419","431",6770.29720547945,5952.16032876712,7876.5438247012,6983.38509960159,"2575",BSTE,"Zürich, Bahnhof Stettbach",12722.4575342466,14859.9289243028
"420","432",199.926712328767,264.497561643836,227.814701195219,301.961952191235,"3045",ZUER,"Zürich, Zürichbergstrasse",464.424273972603,529.776653386454
"421","433",348.737095890411,469.918684931507,394.661513944223,533.602788844622,"2618",SUSE,"Zürich, Susenbergstrasse",818.655780821918,928.264302788845
"422","434",2537.68517808219,2703.37967123288,2514.4271314741,2697.50701195219,"3005",ZOO,"Zürich, Zoo",5241.06484931507,5211.93414342629
"423","435",51.9137864109589,119.449323342466,68.74204,154.51802,"1228",HOFF,"Dübendorf, Hoffnung",171.363109753425,223.26006
"424","436",184.671763342466,138.661489369863,230.77862,165.54862,"6346",DSON,"Dübendorf, Sonnental",323.333252712329,396.32724
"425","437",6.66580635616438,5.60200235616438,7.86932,7.00586,"1478",KAMM,"Dübendorf, Kämmaten",12.2678087123288,14.87518
"426","438",59.6421643835616,49.2295342465753,75.3174900398406,61.8628685258964,"6214",URSP,"Gockhausen, Ursprungstrasse",108.871698630137,137.180358565737
"427","439",376.063671232877,377.475753424658,457.201752988048,454.868007968127,"1006",GDOR,"Gockhausen, Dorf",753.539424657535,912.069760956175
"428","440",127.734493150685,150.164054794521,142.81,167.2,"2671",TOBE,"Zürich, Tobelhof",277.898547945206,310.01
"429","441",40.5837808219178,67.6401008219178,40.9,65.9368,"4",ZOOF,"Zürich, Zoo/Forrenweid",108.223881643836,106.8368
"430","442",37.2214794520548,54.2203287671233,40.06,57.02,"711",DREW,"Zürich, Dreiwiesen",91.4418082191781,97.08
"431","443",37.1557808219178,66.2225479452055,45.94,84.37,"3445",BIBE,"Zürich, Bircher-Benner",103.378328767123,130.31
"432","444",128.814301369863,136.769616438356,158.94,160.41,"2422",DBRE,"Dübendorf, Breitibach",265.583917808219,319.35
"433","445",116.090931506849,163.55301369863,146.53,197.25,"2838",DWAS,"Dübendorf, Wasserfurren",279.643945205479,343.78
"434","446",115.691671232877,165.997620767123,144.18,197.98658,"1273",DHOG,"Dübendorf, Högler",281.689292,342.16658
"435","447",141.453808219178,189.97504109589,173.72,227.93,"1414",KWIL,"Dübendorf, Kirche Wil",331.428849315068,401.65
"436","448",10.1996755890411,71.3324109589041,11.30909,81.03,"81",ALTZ,"Dübendorf, Alterszentrum",81.5320865479452,92.33909
"437","449",64.1922859452055,44.8177691232877,80.62687,56.78823,"544",FBRU,"Fällanden, Bruggacher",109.010055068493,137.4151
"438","450",121.342082191781,202.240136986301,152.34,257.47,"2999",FZIL,"Fällanden, Zil",323.582219178082,409.81
"439","451",812.342915068493,661.354915068493,983.864,785.684,"947",FAEL,"Fällanden, Gemeindehaus",1473.69783013699,1769.548
"440","452",176.957288520548,191.401600712329,230.01781,250.98926,"3368",FWIG,"Fällanden, Wigarten",368.358889232877,481.00707
"441","453",120.803945205479,105.993616438356,127.16,109.73,"1723",FNEU,"Fällanden, Neuhus",226.797561643835,236.89
"442","454",8.22402608219178,7.89373057534247,7.98952,6.18666,"3133",FJUG,"Fällanden, Jugendherberge",16.1177566575343,14.17618
"443","455",8.23182742465753,7.7735462739726,7.79951,7.07189,"3134",MASC,"Maur, Aschbach",16.0053736986301,14.8714
"444","456",263.786191780822,257.331210958904,313.06,307.112,"678",MDOR,"Maur, Dorf",521.117402739726,620.172
"445","457",92.4107624931507,111.411842109589,107.89581,126.72487,"1403",MKIR,"Maur, Kirche",203.82260460274,234.62068
"446","458",176.232416438356,143.18021369863,177.072,149.578,"2342",MSEE,"Maur, See",319.412630136986,326.65
"447","459",202.512712328767,246.616082191781,257.74,314.01,"427",BASL,"Zürich, Baslerstrasse",449.128794520548,571.75
"448","460",825.798821917808,951.93997260274,1042.05,1234.17,"1549",LPAW,"Zürich, Letzipark West",1777.73879452055,2276.22
"449","461",1140.09443835616,1177.21342465753,1497.95,1556.58,"867",FLUR,"Zürich, Flurstrasse",2317.30786301369,3054.53
"450","462",687.739753424658,711.815424657534,912.55,948.71,"3797",ARAN,"Zürich, Albisrank",1399.55517808219,1861.26
"451","463",0,0.252164383561644,0,0,"3560",SPHE,"D'dorf, Sportanl Heerenschürli",0.252164383561644,0
"452","464",0.0712328767123288,0.799232876712329,0,0,"3296",NEUS,"Dübendorf, Neugut Süd",0.870465753424658,0
"453","465",840.262630136986,787.74504109589,1014.9,943.56,"6659",WNEU07,"Wallisellen, Neugut",1628.00767123288,1958.46
"454","466",0.156712328767123,2.82224657534247,0,0,"3241",WFLO07,"Wallisellen, Florastrasse",2.97895890410959,0
"455","467",1872.34350684931,1674.05210958904,2299.66,2050.4,"2820",BWAL07,"Wallisellen, Bahnhof",3546.39561643835,4350.06
"456","468",817.15098630137,797.293945205479,904.57,889.27,"2983",WGLA,"Wallisellen, Glatt (Bus)",1614.44493150685,1793.84
"457","469",0.252164383561644,3.10860273972603,0,0,"3446",ETTE,"Zürich, Ettenfeld",3.36076712328767,0
"458","470",0.10827397260274,1.02432876712329,0,0,"909",FROH07,"Glattbrugg, Frohbühlstrasse",1.13260273972603,0
"459","471",0.14958904109589,2.184,0,0,"1925",PGLA07,"Glattbrugg, Post",2.33358904109589,0
"460","472",0.084054794520548,1.75945205479452,0,0,"992",GLAG07,"Glattbrugg, Zentrum",1.84350684931507,0
"461","473",0.0156712328767123,2.01731506849315,0,0,"3247",GHOF07,"Glattbrugg, Glatthof",2.03298630136986,0
"462","474",0,0.840547945205479,0,0,"6808",OSCH07,"Opfikon, Schwimmbad",0.840547945205479,0
"463","475",0.36186301369863,1.59704109589041,0,0,"2286",SCHU07,"Opfikon, Schulstrasse",1.95890410958904,0
"464","476",0.0897534246575342,0,0,0,"1651",MODE07,"Glattbrugg, Mode Center TMC",0.0897534246575342,0
"465","477",129.220849315068,96.8974794520548,152.75,116.26,"1356",KALB,"Zürich, Kalchbühlweg",226.118328767123,269.01
"466","478",264.244739726027,241.187643835616,323.45,288.85,"2889",WIDM,"Zürich, Widmerstrasse",505.432383561643,612.3
"467","479",487.183890410959,592.624684931507,584.34,698.89,"1710",NEUB,"Zürich, Neubühl",1079.80857534247,1283.23
"468","480",59.5523287671233,87.0798082191781,86.6,126.63,"1865",HURL,"Zürich, Hürlimannplatz",146.632136986301,213.23
"469","481",35.4700821917808,53.2670136986301,51.58,77.46,"530",BRAN,"Zürich, Brandschenkestrasse",88.7370958904109,129.04
"470","482",53.1746575342466,120.42904109589,62.37,135.18,"3458",PSCH,"Zürich, Schauenberg",173.603698630137,197.55
"471","483",68.0378904109589,91.255698630137,80.43,103.05,"3457",LERA,"Zürich, Lerchenrain",159.293589041096,183.48
"472","484",397.061424657534,339.093671232877,559.66,471.37,"493",BINZ,"Zürich, Binz",736.155095890411,1031.03
"473","485",115.012164383562,146.341726027397,161.68,204.67,"2120",RAEF,"Zürich, Räffelstrasse",261.353890410959,366.35
"474","486",17.2734794520548,107.810520547945,24.98,152.84,"489",GRUB,"Zürich, Grubenstrasse",125.084,177.82
"475","487",348.25298630137,355.822109589041,501.58,511.81,"3714",BINC,"Zürich, Binz Center",704.075095890411,1013.39
"476","488",103.803178082192,152.234876712329,127.422629482072,194.547609561753,"2858",WEIH,"Zürich, Weihersteig",256.038054794521,321.970239043825
"477","489",656.61402739726,763.528767123288,795.849163346614,931.048446215139,"2803",WAIS,"Zürich, Waidspital",1420.14279452055,1726.89760956175
"478","490",268.428684931507,305.854876712329,309.063705179283,349.048406374502,"1441",PKAE,"Zürich, Pflegezentr. Käferberg",574.283561643836,658.112111553785
"479","491",227.412520547945,347.647506849315,243.540039840637,371.768525896414,"2799",WAIB,"Zürich, Waidbadstrasse",575.06002739726,615.308565737051
"480","492",193.45197260274,283.224794520548,227.16561752988,322.434302788845,"1316",IWIN,"Zürich, Im Wingert",476.676767123288,549.599920318725
"481","493",14.2506575342466,7.90841095890411,20.23,11.03,"3588",VULK,"Zürich, Vulkanstrasse",22.1590684931507,31.26
"482","494",32.6169315068493,51.0124383561644,38.62,61.66,"3153",JUCH,"Zürich, Juchhof",83.6293698630137,100.28
"483","495",56.7757808219178,70.9802739726027,75.56,94.08,"1327",IGAS,"Schlieren, Industrie Gaswerk",127.756054794521,169.64
"484","496",18.0019452054795,19.9186849315068,24.73,27.48,"2141",RUST,"Schlieren, Rütistrasse",37.9206301369863,52.21
"485","497",40.1140273972603,44.8683287671233,52.58,58.06,"6234",SCHN,"Schlieren, Bahnhof Nord",84.9823561643836,110.64
"486","498",8.44575342465753,9.55441095890411,11.54,12.8,"6299",SAMR,"Schlieren, Am Rietpark",18.0001643835616,24.34
"487","499",14.5353424657534,9.98761643835616,19.2,12.68,"6298",SGOL,"Schlieren, Goldschlägistrasse",24.5229589041096,31.88
"488","500",33.2314794520548,21.942904109589,39.87,27.2,"7000",SMEU,"Schlieren, Meuchwis",55.1743835616438,67.07
"489","501",128.111912876712,92.5561468493151,186.2982,134.5936,"501",BIRMBHF,"Birmensdorf ZH, Bahnhof",220.668059726027,320.8918
"490","502",28.4926947945205,37.9430854794521,41.4336,55.1762,"6744",RIST,"Birmensdorf ZH, Ristet",66.4357802739726,96.6098
"491","503",46.8720838356164,60.8120049315068,68.1606,88.4318,"6297",HEIN,"Urdorf, Heinrich-Stutz-Strasse",107.684088767123,156.5924
"492","504",13.1060668493151,59.2714438356164,18.1344,60.407,"3589",OBUR,"Urdorf, Oberurdorf",72.3775106849315,78.5414
"493","505",75.9889824657534,90.1845890410959,94.6486,111.365,"3590",SONU,"Urdorf, Sonne",166.173571506849,206.0136
"494","506",136.653665753425,140.054941369863,181.788,182.4736,"1178",HWEG,"Urdorf, Herweg",276.708607123288,364.2616
"495","507",320.964596164384,322.255689863014,403.1776,405.1068,"502",BIRM,"Dietikon, Birmensdorferstrasse",643.220286027398,808.2844
"496","508",81.3047780821918,119.395438356164,94.444,135.545,"2313",SBAC,"Dietikon, Schäflibach",200.700216438356,229.989
"497","509",280.00825260274,298.517484383562,351.8822,370.4518,"2406",SOME,"Dietikon, Sommerau",578.525736986302,722.334
"498","511",54.4588328767123,54.3418849315068,68.514,67.208,"750",EGGL,"Fällanden, Eggler",108.800717808219,135.722
"499","512",27.4616164383562,41.7842739726027,35.17,51.82,"2335",SHUA,"Fällanden, Schützenhaus",69.2458904109589,86.99
"500","513",18.6017589041096,20.1016657534247,21.782,22.568,"6778",BLAN,"Benglen, Langwis",38.7034246575343,44.35
"501","514",13.8565753424658,11.4841095890411,20.15,16.7,"6779",BBAU,"Binz bei Maur, Bautacher",25.3406849315069,36.85
"502","515",64.5544767123288,94.6312219178082,78.884,113.536,"1527",LEEA,"Ebmatingen, Leeacherstrasse",159.185698630137,192.42
"503","516",449.859956164384,410.006975342466,541.804,490.866,"738",EBDO,"Ebmatingen, Dorf",859.86693150685,1032.67
"504","517",86.9898282739726,99.8682684931507,121.17732,136.818,"1583",MLOR,"Ebmatingen, Looren",186.858096767123,257.99532
"505","518",55.8732876712329,33.2764109589041,81.25,48.39,"6600",IMBR,"Aesch bei Maur, Im Brünneli",89.149698630137,129.64
"506","519",15.2800547945205,13.760301369863,22.22,20.01,"6599",ZOLL,"Aesch bei Maur, Zollingerheim",29.0403561643835,42.23
"507","520",43.8527945205479,63.7333698630137,63.77,92.68,"2166",SCHE,"Scheuren, Station",107.586164383562,156.45
"508","522",5.41454794520548,6.98350684931507,5.81,6.98,"971",GERM,"Zürich, Germaniastrasse",12.3980547945206,12.79
"509","525",23.0509315068493,29.9663287671233,23.09,28.21,"2090",BERG,"Zürich, Rigiblick",53.0172602739726,51.3
"510","527",599.983260273973,719.712657534247,742.259163346614,847.077689243028,"12492",FOR99,Forch,1319.69591780822,1589.33685258964
"511","528",403.577561643836,380.743753424658,479.699561752988,446.661155378486,"12166",SCH99,Scheuren,784.321315068494,926.360717131474
"512","529",46.3910684931507,57.8030136986301,55.4574501992032,68.3166533864542,"12509",NHA99,Neuhaus bei Hinteregg,104.194082191781,123.774103585657
"513","530",316.574410958904,351.406,366.317051792829,406.280836653386,"12500",HIE99,Hinteregg,667.980410958904,772.597888446215
"514","531",636.538739726027,635.482602739726,741.405976095618,728.949442231076,"12487",EGG99,Egg,1272.02134246575,1470.35541832669
"515","532",355.662493150685,297.358712328767,420.631434262948,350.287529880478,"12504",LWIE99,Langwies ZH,653.021205479452,770.918964143426
"516","533",29.9107945205479,29.9012328767123,33.8232669322709,34.3998804780877,"12488",EMMA99,Emmat,59.8120273972602,68.2231474103586
"517","534",639.777506849315,585.147424657534,748.862430278885,684.45390438247,"10804",ESSL99,Esslingen,1224.92493150685,1433.31633466136
"518","535",26.5393424657534,37.473095890411,30.2682868525896,41.0443027888446,"12508",NFOR99,Neue Forch,64.0124383561644,71.3125896414342
"519","536",242.343232876712,248.396794520548,284.323505976096,289.173187250996,"12506",MAI99,Maiacher,490.74002739726,573.496693227092
"520","537",552.600739726027,617.797506849315,656.177729083665,730.831274900398,"12543",ZUMI99,Zumikon,1170.39824657534,1387.00900398406
"521","538",868.389342465753,846.959945205479,1060.85374501992,1024.62462151394,"12826",WAL99,Waltikon,1715.34928767123,2085.47836653386
"522","539",873.474164383562,842.339616438356,1036.22505976096,1001.67258964143,"13002",ZOB99,Zollikerberg,1715.81378082192,2037.89764940239
"523","540",627.397095890411,678.607315068493,761.715458167331,822.480039840637,"12438",SZFB99,Spital Zollikerberg,1306.0044109589,1584.19549800797
"524","541",390.379397260274,364.104273972603,459.753864541833,430.29561752988,"12807",WAB99,Waldburg,754.483671232877,890.049482071713
"525","542",940.354109589041,830.163671232877,1071.17,941.12,"6463",SIHC,"Zürich, Sihlcity",1770.51778082192,2012.29
"526","543",508.097835616438,560.745671232877,607.53,659.73,"2302",SHOF,"Zürich, Schweighof",1068.84350684931,1267.26
"527","544",467.083534246575,549.945150684931,527.698525896414,614.306055776892,"1528",LEHE,"Zürich, Lehenstrasse",1017.02868493151,1142.00458167331
"528","545",181.82,233.063616438356,205.957768924303,262.333466135458,"2035",REBE,"Zürich, Rebbergsteig",414.883616438356,468.291235059761
"529","546",162.804520547945,196.006630136986,183.407609561753,218.674900398406,"1379",KEMP,"Zürich, Kempfhofsteig",358.811150684931,402.082509960159
"530","547",703.513123287671,628.653095890411,809.064980079681,713.632749003984,"2140",RUET,"Zürich, Rütihof",1332.16621917808,1522.69772908367
"531","548",535.796849315068,598.70104109589,609.2503187251,671.649402390438,"1547",LETT,"Zürich, Lettenstrasse",1134.49789041096,1280.89972111554
"532","549",333.503671232877,191.586876712329,381.762390438247,211.66187250996,"3786",OKEN,"Zürich, Okenstrasse",525.090547945206,593.424262948207
"533","550",191.904526027397,133.429224657534,247.412,170.197,"1964",OPOS,"Oetwil an der Limmat, Post",325.333750684931,417.609
"534","551",65.7689967123288,49.9976071232877,58.8938,57.5966,"1094",OHAL,"Oetwil an der Limmat, Halde",115.766603835617,116.4904
"535","552",75.2893578082192,70.4367594520548,92.2956,83.5372,"2303",SWAK,"Geroldswil, Schweizäcker",145.726117260274,175.8328
"536","553",26.3677989041096,82.9452646575343,36.5366,92.0016,"1759",OBDO,"Oetwil an der Limmat, Oberdorf",109.313063561644,128.5382
"537","554",115.004122191781,95.437842739726,133.1346,107.4826,"6262",DSIL,"Dietikon, Silbern",210.441964931507,240.6172
