field_1,Haltestellen_Id,ein_dtv,aus_dtv,ein_dwv,aus_dwv,HALTESTELLEN_Haltestellennummer,HALTESTELLEN_Haltestellenkurzname,HALTESTELLEN_Haltestellenlangname,sum_dtv,sum_dwv
"538","555",307.638277808219,352.746847123288,391.9814,447.3992,"2399",DMOO,"Dietikon, Moosmatt",660.385124931507,839.3806
"539","556",44.9364580821918,60.5376498630137,60.1272,81.3122,"1091",HAGA,"Dietikon, Hagackerstrasse",105.474107945206,141.4394
"540","557",218.169402739726,246.15253260274,302.632,335.1144,"1540",LERZ,"Dietikon, Lerzen",464.321935342466,637.7464
"541","558",117.700101369863,142.723558356164,160.627,193.6388,"1868",PEST,"Dietikon, Pestalozzi",260.423659726027,354.2658
"542","559",254.308343013699,238.534254246575,324.9252,312.5028,"1039",DRAP,"Dietikon, Rapidplatz",492.842597260274,637.428
"543","560",88.5438904109589,105.112547945205,107.02,124.04,"3798",VORS,"Dietikon, Vorstadt",193.656438356164,231.06
"544","561",269.661753424658,342.42104109589,320.64,409.04,"1843",OETW,"Dietikon, Oetwilerstrasse",612.082794520548,729.68
"545","562",515.330547945205,458.404109589041,603.55,532.82,"990",GJUC,"Dietikon, Gjuchstrasse",973.734657534246,1136.37
"546","563",64.6590684931507,73.558904109589,74.837609561753,82.3486055776892,"1397",KIND,Kindhausen AG,138.21797260274,157.186215139442
"547","564",40.9750136986301,33.0942191780822,52.2276494023904,42.6426693227092,"757",EIHH,"Kindhausen AG, Eichholz",74.0692328767123,94.8703187250996
"548","565",21.3766849315069,27.885397260274,28.4959760956175,36.6524701195219,"2789",VORB,"Bergdietikon, Vorbühl",49.2620821917809,65.1484462151394
"549","566",19.4201643835616,14.8894246575342,24.0706772908367,19.1985657370518,"466",BOLD,"Bergdietikon, Bernold",34.3095890410958,43.2692430278885
"550","567",28.3592328767123,26.9465753424658,36.6988844621514,33.2940239043825,"457",BERL,"Bergdietikon, Bergli",55.3058082191781,69.9929083665339
"551","568",32.8795068493151,30.5676164383562,41.2858964143426,38.6161752988048,"2085",RIEW,"Bergdietikon, Rietwies",63.4471232876713,79.9020717131474
"552","569",46.3943561643836,63.5678904109589,58.8094023904382,78.4615139442231,"425",DBAL,"Bergdietikon, Baltenschwil",109.962246575343,137.270916334661
"553","570",31.7801369863014,1.69613698630137,39.0169322709163,2.0099203187251,"729",DUEN,"Bergdietikon, Dünni",33.4762739726028,41.0268525896414
"554","571",35.3875342465753,42.0087945205479,41.4597211155378,47.29,"1616",MARW,"Dietikon, Marmori-Weiher",77.3963287671232,88.7497211155378
"555","572",27.9373150684931,14.7618630136986,40.6259760956175,21.4664541832669,"6958",SGLA,"Spreitenbach, Glattler",42.6991780821917,62.0924302788844
"556","574",141.417495890411,165.727830136986,192.686,226.718,"1324",FAEI,"Fällanden, Industrie",307.145326027397,419.404
"557","575",54.5937369863014,51.3999397260274,67.334,58.418,"684",DORS,"Schwerzenbach ZH, Dorf",105.993676712329,125.752
"558","576",613.129704109589,594.839254794521,756.142,729.708,"2307",BSCH,"Schwerzenbach ZH, Bahnhof",1207.96895890411,1485.85
"559","577",87.9805205479452,69.2780328767123,103.67,78.402,"1871",PFAF,"Pfaffhausen, Pfaffenstein",157.258553424658,182.072
"560","578",72.6411561643836,66.5443561643836,83.742,77.65,"2622",SAGG,"Pfaffhausen, Sängglen",139.185512328767,161.392
"561","579",131.860323287671,133.542257534247,160.138,153.904,"833",FELH,"Pfaffhausen, Feldhof",265.402580821918,314.042
"562","580",284.302104109589,335.622553424658,333.408,388.632,"1873",PMUE,"Pfaffhausen, Müseren",619.924657534247,722.04
"563","581",96.6620109589041,104.690295890411,110.594,120.178,"899",FWIT,"Zürich, Friedhof Witikon",201.352306849315,230.772
"564","582",173.80784109589,185.085693150685,203.642,212.838,"3444",GLOK,"Zürich, Glockenacker",358.893534246575,416.48
"565","583",33.8496383561644,35.7764054794521,43.458,48.748,"6999",TWÄR,"Binz bei Maur, Twäracher",69.6260438356165,92.206
"566","584",241.575835616438,298.021145205479,296.1,376.958,"446",BGER,"Benglen, Gerlisbrunnen",539.596980821917,673.058
"567","585",262.879561643836,243.852887671233,319.28,296.104,"445",BEBO,"Benglen, Bodenacher",506.732449315069,615.384
"568","586",148.570756164384,165.767945205479,176.406,200.5,"3467",FMAT,"Binz bei Maur, Fridlimatt",314.338701369863,376.906
"569","587",274.806761643836,253.204252054795,332.528,299.492,"490",MPOS,"Binz bei Maur, Post",528.011013698631,632.02
"570","588",6.81524383561644,11.8694136986301,7.304,13.136,"1892",MPLA,"Maur, Platten",18.6846575342465,20.44
"571","589",2175.01695890411,2063.48090410959,2658.23,2526.37,"6508",GLIN07,"Glattbrugg, Lindberghplatz",4238.4978630137,5184.6
"572","590",2350.40526027397,2206.66082191781,2931.76,2754.38,"994",BGLA07,"Glattbrugg, Bahnhof",4557.06608219178,5686.14
"573","591",1069.61780821918,1054.36915068493,1496.32,1473.58,"6507",RBAU07,"Rümlang, Bäuler",2123.98695890411,2969.9
"574","592",1188.30126027397,1166.78832876712,1420.42,1418.16,"2758",UNTR07,"Glattbrugg, Unterriet",2355.08958904109,2838.58
"575","593",570.927232876712,535.079397260274,698.44,643.16,"6506",BABH07,"Kloten Balsberg, Bahnhof",1106.00663013699,1341.6
"576","594",3992.06608219178,4408.64745205479,4464.24,5021.46,"3027",FLUG07,"Zürich Flughafen, Bahnhof",8400.71353424657,9485.7
"577","595",219.655232876712,341.122849315068,270.4,401.04,"6232",FRAF07,"Zürich Flughafen, Fracht",560.77808219178,671.44
"578","596",607.908630136986,607.139589041096,716.87,706.85,"1176",HRTI07,"Wallisellen, Herti",1215.04821917808,1423.72
"579","597",376.345369863014,383.503506849315,486.12,490.34,"439",BELA07,"Wallisellen, Belair",759.848876712329,976.46
"580","598",1254.37528767123,1394.73073972603,1462.94,1637.9,"6735",WGLA07,"Wallisellen, Glatt (Tram)",2649.10602739726,3100.84
"581","599",421.484301369863,403.80095890411,558.01,531.69,"6660",DGIE07,"Dübendorf, Giessen",825.285260273973,1089.7
"582","600",585.740630136986,586.530164383562,718.15,718.81,"3785",RINW,"Dübendorf, Ringwiesen",1172.27079452055,1436.96
"583","601",136.175945205479,145.215287671233,153.88,172.44,"3727",GLAN,"Glanzenberg, Bahnhof",281.391232876712,326.32
"584","602",41.2616438356164,67.864904109589,43.92,70.19,"3472",SWER,"Dietikon, Schönenwerd",109.126547945205,114.11
"585","603",281.494849315069,278.751506849315,336.12,335.06,"3748",STAK,"Schlieren, Steinacker",560.246356164384,671.18
"586","604",38.7862465753425,46.9421369863014,20.98,36.66,"2024",RAIW,"Urdorf, Rainweg",85.7283835616439,57.64
"587","605",61.0233238356164,47.6395863013699,52.0532,45.599,"1726",NMAT,"Urdorf, Neumattstrasse",108.662910136986,97.6522
"588","606",43.2181917808219,4.85035616438356,51.08,5.66,"414",BSTD,"Dietikon, Bahnhofstrasse",48.0685479452055,56.74
"589","607",160.517917808219,155.694575342466,206.28,183.12,"3344",DSTA,"Dietikon, Stadthaus",316.212493150685,389.4
"590","608",225.907369863014,161.957698630137,285.83,200.7,"1758",ODIE,"Dietikon, Oberdorf",387.865068493151,486.53
"591","609",250.131643835616,284.652410958904,317.93,342.41,"1265",HATS,"Dietikon, Hätschen",534.78405479452,660.34
"592","610",121.750575342466,107.514931506849,139.48,124.31,"6693",DGYR,"Dietikon, Gyrhalden",229.265506849315,263.79
"593","611",30.703698630137,18.6031232876712,40.47,22.18,"6694",WEST,"Dietikon, Weidstrasse",49.3068219178082,62.65
"594","612",37.0196164383562,40.5249589041096,39.78,50.61,"6695",DLAE,"Dietikon, Lätten",77.5445753424658,90.39
"595","613",25.9568219178082,37.7403561643836,28.58,36.91,"6698",DWEI,"Dietikon, Weinberg",63.6971780821918,65.49
"596","614",7.53646575342466,125.72704109589,9.89,147.45,"1417",KIPL,"Dietikon, Kirchplatz",133.263506849315,157.34
"597","616",608.711561643836,722.985808219178,561.76,665.88,"459",BDOL,"Zürich, Bergstation Dolderbahn",1331.69736986301,1227.64
"598","617",154.950445534247,249.489945205479,163.26762,278.89,"2815",WDOL,"Zürich, Waldhaus Dolder",404.440390739726,442.15762
"599","618",137.660301369863,197.020712328767,140.05,212.5,"2667",TITL,"Zürich, Titlisstrasse",334.68101369863,352.55
"600","619",273.814109589041,250.289917808219,312.45,279.16,"916",FRYM,"Zürich, Frymannstrasse",524.10402739726,591.61
"601","620",1139.95397260274,977.302602739726,1298.64,1115.65,"2547",BLEI,"Zürich, Bahnhof Leimbach",2117.25657534247,2414.29
"602","621",397.526684931507,356.461506849315,445.64,403.79,"1615",MARB,"Zürich, Marbachweg",753.988191780822,849.43
"603","622",254.903616438356,474.518383561644,283.78,533.91,"1310",IHUS,"Zürich, Im Hüsli",729.422,817.69
"604","623",639.922849315068,765.204301369863,745.52,894.47,"2398",SIHW,"Zürich, Sihlweidstrasse",1405.12715068493,1639.99
"605","624",492.979205479452,530.971616438356,547.09,583.62,"1648",MITL,"Zürich, Mittelleimbach",1023.95082191781,1130.71
"606","625",282.075589041096,229.681232876712,316.41,259.53,"1612",MANG,"Zürich, Manegg",511.756821917808,575.94
"607","626",305.339287671233,629.219589041096,370.34,730.13,"2776",VERE,"Zürich, Verenastrasse",934.558876712329,1100.47
"608","627",253.121397260274,304.173945205479,311.17,366.57,"3002",ZOBE,"Zollikerberg, Station",557.295342465753,677.74
"609","628",47.788,107.978876712329,57.92,120.27,"6254",LAEN,"Zollikerb., Langägerten/Spital",155.766876712329,178.19
"610","629",120.978712328767,104.230876712329,147.89,115.91,"2807",WABG,"Waldburg, Station",225.209589041096,263.8
"611","630",49.8930136986301,50.8935616438356,62.07,64.03,"2040",RWIE,"Zollikon, Rebwiesstrasse",100.786575342466,126.1
"612","631",48.9692054794521,51.9573424657534,59.24,60.27,"2341",SUET,"Zollikon, Schützenstrasse",100.926547945205,119.51
"613","632",101.03295890411,134.005178082192,113.79,156.77,"53",ZALL,"Zollikon, Allmend",235.038136986302,270.56
"614","633",54.6232054794521,122.40298630137,64.01,147.03,"1277",HSTR,"Zollikon, Höhestrasse",177.026191780822,211.04
"615","634",343.445068493151,393.737616438356,429.13,486.25,"961",GDEH,"Zollikon, Gemeindehaus",737.182684931507,915.38
"616","635",8.43964383561644,16.9113424657534,10.73,21.54,"2363",SEES,"Zollikon, Seestrasse",25.3509863013698,32.27
"617","636",153.015342465753,30.1606575342466,188.88,34.7,"3003",BZOL,"Zollikon, Bahnhof",183.176,223.58
"618","637",111.997835616438,107.575397260274,132.05,124.68,"1698",NEES,"Zürich, Neeserweg",219.573232876712,256.73
"619","638",97.8323835616438,87.0755068493151,117.68,101.56,"852",FEUS,"Zürich, Feusisbergli",184.907890410959,219.24
"620","639",179.668191780822,193.099835616438,213.61,228.3,"92",AMSU,"Zürich, Am Suteracher",372.76802739726,441.91
"621","640",83.900904109589,91.015095890411,100.89,107.95,"1581",LOOG,"Zürich, Loogarten",174.916,208.84
"622","641",18.9735342465753,43.3846301369863,17.28,46.33,"893",FEIC,"Zürich, Friedhof Eichbühl",62.3581643835616,63.61
"623","642",70.6751506849315,56.7765205479452,85.77,68.77,"6003",SOLP,"Zürich, Solidapark",127.451671232877,154.54
"624","643",616.723452054795,534.783589041096,733.96,652.95,"1388",KESS,"Schlieren, Kesslerstrasse",1151.50704109589,1386.91
"625","644",223.826465753425,166.210602739726,266.8,202.83,"2051",REIT,"Schlieren, Reitmen",390.037068493151,469.63
"626","645",210.296383561644,212.944821917808,290.48,291.22,"1586",LUBE,"Urdorf, Luberzen",423.241205479452,581.7
"627","646",216.55904109589,202.554712328767,253.77,239.55,"1226",HACK,"Dietikon, Hofacker",419.113753424657,493.32
"628","647",118.029095890411,116.441671232877,146.96,148.97,"725",DOER,"Dietikon, Dörfli",234.470767123288,295.93
"629","648",59.3643835616438,59.0798904109589,69.78,69.56,"3460",ASPS,"Spreitenbach, Asp",118.444273972603,139.34
"630","649",283.37298630137,272.743095890411,326.62,320.19,"3520",BRUL,"Spreitenbach, Brüel",556.116082191781,646.81
"631","650",97.2167945205479,107.524164383562,114.99,131.28,"6663",SPAL,"Spreitenbach, Altersheim",204.74095890411,246.27
"632","651",632.033534246575,582.669232876712,695.58,641.51,"2384",SCEN,"Spreitenbach, Shopping Center",1214.70276712329,1337.09
"633","652",137.107178082192,159.620219178082,153.88,187.54,"6462",IKEA,"Spreitenbach, Ikea",296.727397260274,341.42
"634","653",73.2984109589041,65.0491506849315,88.12,80.34,"6586",CESP,"Spreitenb, Center Spreitenbach",138.347561643836,168.46
"635","654",45.1517534246575,52.5763287671233,58.41,69.88,"6301",FURT,"Spreitenbach, Furttalstrasse",97.7280821917808,128.29
"636","655",73.4073698630137,50.2520547945205,101.15,68.52,"6303",SINT,"Spreitenbach, Interio",123.659424657534,169.67
"637","656",20.205397260274,16.6527671232877,28.39,22.94,"6300",SBRE,"Spreitenbach, Breiti",36.8581643835617,51.33
"638","657",217.873753424658,244.24504109589,280.36,302.28,"3822",BKIS,"Killwangen, Bahnhof",462.118794520548,582.64
"639","658",368.889917808219,367.859452054795,413.88,421.4,"2329",SURG,"Zürich, Schürgistrasse",736.749369863014,835.28
"640","659",12.2720273972603,11.3805205479452,11.79,13.39,"2598",STRI,"Zürich, Strickhof",23.6525479452055,25.18
"641","660",20.3981369863014,41.9972054794521,22.32,49.98,"1502",LAST,"Zürich, Langensteinenstrasse",62.3953424657535,72.3
"642","661",8.90295890410959,9.83041095890411,9.58,10.1,"2314",SAPI,"Zürich, Schäppiweg",18.7333698630137,19.68
"643","662",9.2873698630137,13.076301369863,10.39,14.35,"2452",SPYS,"Zürich, Spyristeig",22.3636712328767,24.74
"644","663",23.0381917808219,34.1181917808219,25.94,37.14,"1471",KROE,"Zürich, Krönleinstrasse",57.1563835616438,63.08
"645","664",10.2993424657534,18.9075342465753,11.26,21.75,"1186",HEUB,"Zürich, Heubeeriweg",29.2068767123287,33.01
"646","665",5.48783561643836,7.11038356164384,6.06,6.79,"859",FLOB,"Zürich, Flobotstrasse",12.5982191780822,12.85
"647","666",30.957698630137,17.5744383561644,28.1376892430279,19.17,"1311",IKLO,"Zürich, Im Klösterli",48.5321369863014,47.3076892430279
"648","667",1.58498630136986,4.99443835616438,1.52,5.47,"6776",SANZ,"Zürich, Schanzackerstrasse",6.57942465753424,6.99
"649","668",39.2992876712329,43.4399452054795,48.4,52.4,"3756",SZOL,"Zollikerberg, Spital",82.7392328767124,100.8
"650","669",21.3627397260274,12.9563287671233,26.8,16.4,"3826",HASE,"Zollikerberg, Hasenbart",34.3190684931507,43.2
"651","670",16.429095890411,10.8626849315069,18.2,12.4,"3747",TRIC,"Zollikerberg, Trichtenhauserm.",27.2917808219179,30.6
"652","671",22.047397260274,24.9596164383562,26.2,27.4,"6416",TRSA,"Zürich, Trichtisal",47.0070136986302,53.6
"653","672",26.1552328767123,12.4431232876712,29.8,14,"3769",TFUS,"Zürich, Trichtenhausenfussweg",38.5983561643835,43.8
"654","673",48.6431780821918,20.2915616438356,56.6,23,"3772",WACH,"Zürich, Wiesliacher",68.9347397260274,79.6
"655","674",42.8562739726027,37.3336438356164,51,44.8,"3767",SEGE,"Zürich, Segeten",80.1899178082191,95.8
"656","675",16.7186301369863,12.7847671232877,17,14.4,"3765",STOD,"Zürich, Stodolastrasse",29.503397260274,31.4
"657","676",26.3393424657534,23.3219726027397,32.2,23.6,"3773",WITZ,"Zürich, Witikon Zentrum",49.6613150684931,55.8
"658","677",31.8962191780822,32.9023561643836,34.4,35.4,"3787",BUHO,"Zürich, Buchholz",64.7985753424658,69.8
"659","678",343.108,294.671123287671,401.32,339.26,"3788",MAIL,"Zürich, Maillartstrasse",637.779123287671,740.58
"660","679",87.346,79.3571506849315,98.09,88.92,"6117",SRIE,"Zürich, Stierenried",166.703150684932,187.01
"661","680",22.3786575342466,24.7418356164384,27.17,28.89,"6592",ADMO,"Adliswil, Moos",47.120493150685,56.06
"662","681",110.769397260274,134.59,135.85,167.35,"1440",KSPI,"Kilchberg ZH, Spital",245.359397260274,303.2
"663","682",21.5524383561644,18.822301369863,25.68,21.38,"6961",AGRU,"Adliswil, Grundstrasse",40.3747397260274,47.06
"664","683",488.99701369863,463.202657534247,575.720677290837,546.253585657371,"28",BADL01,"Adliswil, Bahnhof",952.199671232877,1121.97426294821
"665","684",82.0148219178082,78.9514520547945,89.23,97.9,"6261",STHA,"Dietikon, Stadthalle Ost",160.966273972603,187.13
"666","685",156.206191780822,100.267479452055,206.96,128.37,"2569",STEA,"Dietikon, Stelzenacker",256.473671232877,335.33
"667","686",32.9943835616438,188.225095890411,39.39,234.46,"2471",STAF,"Dietikon, Staffelackerstrasse",221.219479452055,273.85
"668","687",83.2841643835616,110.804739726027,106.64,140.99,"1818",OBWA,"Küsnacht ZH, Oberwacht",194.088904109589,247.63
"669","688",133.789698630137,123.831095890411,165.84,153.65,"1769",OBHE,"Küsnacht ZH, Obere Heslibachst",257.620794520548,319.49
"670","689",21.2466575342466,26.2406575342466,25.29,31.36,"462",BEST,"Küsnacht ZH, Bergstrasse",47.4873150684932,56.65
"671","690",44.867095890411,44.353095890411,56.63,53.44,"1189",HIST,"Küsnacht ZH, Himmelistrasse",89.220191780822,110.07
"672","691",31.264904109589,32.3195342465753,38.55,38.29,"1182",HESL,"Küsnacht ZH, Hesligenstrasse",63.5844383561643,76.84
"673","692",6.39539726027397,47.2229315068493,8.48,60.23,"2122",RAEN,"Küsnacht ZH, Ränkestrasse",53.6183287671233,68.71
"674","693",136.58504109589,136.915232876712,161.46,162.62,"54",KALL,"Küsnacht ZH, Allmend",273.500273972602,324.08
"675","694",65.0047123287671,69.1394246575342,78.46,80.05,"3151",APPE,"Zürich, Appenzellerstrasse",134.144136986301,158.51
"676","695",24.2851780821918,21.8070410958904,28.17,25.27,"3150",AMBO,"Zürich, Am Börtli",46.0922191780822,53.44
"677","696",91.9462465753425,53.8641917808219,104.22,62.17,"3138",KABU,"Zürich, Kappenbühlweg",145.810438356164,166.39
"678","697",71.1432328767123,111.282273972603,80.64,125.33,"1641",MICH,"Zürich, Michelstrasse",182.425506849315,205.97
"679","698",19.0563287671233,49.5878356164384,16.86,50.6,"895",FHOE,"Zürich, Friedhof Hönggerberg",68.6441643835617,67.46
"680","699",37.0892876712329,52.257698630137,35.15,50.64,"3566",SHOE,"Zürich, Schützenhaus Höngg",89.3469863013699,85.79
"681","700",0,12.8778356164384,0,18.7267330677291,"6986",DHOS07,"Dübendorf, Hochbord Süd",12.8778356164384,18.7267330677291
"682","701",29.0522191780822,77.7655068493151,31.1,88.45,"903",FRIH,"Zürich, Friesenberghalde",106.817726027397,119.55
"683","702",14.1652054794521,49.6592602739726,15.2,47.71,"898",FUET,"Zürich, Friedhof Uetliberg",63.8244657534247,62.91
"684","703",24.8296712328767,52.6107945205479,28.89,62.24,"2998",ZIEL,"Zürich, Zielweg",77.4404657534246,91.13
"685","704",30.9680054794521,31.999698630137,35.062,36.15,"632",VCHL07,"Volketswil, Volkiland Chliriet",62.9677041095891,71.212
"686","705",30.1239068493151,20.9943178082192,33.126,23.666,"3740",VHOF07,"Volketswil, Hofwisen",51.1182246575343,56.792
"687","706",63.7845753424658,62.9482191780822,73.89,73.24,"134",AUZO,"Zürich, Auzelg Ost",126.732794520548,147.13
"688","707",13.9497260273973,16.4250136986301,14.89,17.31,"3001",ORIO,"Zürich, Orionstrasse",30.3747397260274,32.2
"689","708",1.27320547945205,3.42432876712329,1.52,4.24,"3715",BOST,"Zürich, Bocklerstrasse",4.69753424657534,5.76
"690","709",75.1550136986301,58.6395342465753,99.78,76.53,"705",DOZE,"Zumikon, Dorfzentrum",133.794547945205,176.31
"691","710",101.382410958904,117.538849315068,133.14,156.68,"2826",WALT,"Zumikon, Waltikon",218.921260273972,289.82
"692","711",33.8633698630137,25.4660547945205,43.71,30.61,"1075",GOES,"Zumikon, Gössikon",59.3294246575342,74.32
"693","712",149.607178082192,121.733698630137,192.3,159.6,"3744",ZENK,"Küsnacht ZH, Zentrum",271.340876712329,351.9
"694","713",260.08202739726,231.075808219178,345.42,300.65,"1488",BKUE,"Küsnacht ZH, Bahnhof",491.157835616438,646.07
"695","714",5.64745205479452,5.8193698630137,7.68,7.93,"2043",RKIK,"Küsnacht ZH, Reform. Kirche",11.4668219178082,15.61
"696","715",11.3293150684932,34.0003835616438,14.6,44.74,"1106",HABA,"Küsnacht ZH, Hallenbad",45.329698630137,59.34
"697","716",70.9328219178082,79.8172328767123,92.48,101.83,"933",GART,"Küsnacht ZH, Gartenstrasse",150.750054794521,194.31
"698","717",40.8980547945205,13.9255068493151,52.85,17.99,"1779",OBFE,"Küsnacht ZH, Oberfeld",54.8235616438356,70.84
"699","720",0,3.43835616438356,0,5,"6470",RESI,"Zollikerberg, Resirain",3.43835616438356,5
"700","721",27.3693150684932,20.6301369863014,39.8,30,"2375",SENN,"Zollikerberg, Sennhof",47.9994520547946,69.8
"701","722",17.8794520547945,13.4783561643836,26,19.6,"1792",OBHU,"Zollikerberg, Oberhueb",31.3578082191781,45.6
"702","724",261.191808219178,104.851835616438,350.39,139.48,"1391",BKIL,"Kilchberg ZH, Bahnhof",366.043643835616,489.87
"703","725",5.82087309589041,15.5504166849315,7.88868,21.61459,"2277",SHDO,"Kilchberg ZH,Schulhaus Dorfstr",21.3712897808219,29.50327
"704","726",12.1996495616438,65.5750684931507,16.12459,87.9,"1018",GOBI,"Kilchberg ZH, Gottlieb-Binder",77.7747180547945,104.02459
"705","727",10.6867098630137,19.283397260274,13.6241,24.76,"75",ALHK,"Kilchberg ZH, Altersheim",29.9701071232877,38.3841
"706","728",27.9360273972603,23.0809315068493,38.31,30.62,"1577",LISP,"Kilchberg ZH, Lindt & Sprüngli",51.0169589041096,68.93
"707","729",10.5984383561644,15.6793771232877,14.37,20.96515,"2264",SOKI,"Kilchberg ZH, Schoorenstrasse",26.2778154794521,35.33515
"708","730",1.32506849315068,11.7891780821918,1.67,15.19,"2580",STOG,"Kilchberg ZH, Stockengut",13.1142465753425,16.86
"709","731",2.42308824657534,26.6876712328767,3.17971,35.32,"3796",MYTH,"Kilchberg ZH, Mythenstrasse",29.110759479452,38.49971
"710","732",2.00624657534247,8.78408219178082,2.76,11.57,"589",BAEC,"Kilchberg ZH, Bächlerstrasse",10.7903287671233,14.33
"711","733",6.9972602739726,8.04334246575342,9.04,10.7,"6780",KOBE,"Kilchberg ZH, Obere Hornhalde",15.040602739726,19.74
"712","734",5.83435616438356,0.999780821917808,7.9,1.4,"6781",KEMI,"Kilchberg ZH, Emilienheim",6.83413698630137,9.3
"713","735",9.01947945205479,0.533397260273973,11.73,0.67,"6782",KBRE,"Kilchberg ZH, Breitloo",9.55287671232876,12.4
"714","736",2.49304780821918,0.419507342465753,3.32495,0.58518,"2239",SLIM,"Kilchberg ZH, Schlimbergstr.",2.91255515068493,3.91013
"715","737",0.277808219178082,2.20252054794521,0,0,"3356",WALBIST,"Waldegg, Birmensdorferstrasse",2.48032876712329,0
"716","738",0.047013698630137,2.11704109589041,0,0,"6907",WALDLEU,"Waldegg, Leuen",2.16405479452055,0
"717","739",0.0227945205479452,1.47309589041096,0,0,"2570",BIRMSTE,"Birmensdorf ZH, Sternen/WSL",1.49589041095891,0
"718","740",0.0584109589041096,0.769315068493151,0,0,"2748",BIRMURI,"Birmensdorf ZH, Untere Risi",0.827726027397261,0
"719","741",2.3492602739726,5.22991780821918,0,0,"687",UITIDRF,"Uitikon, Dorf",7.57917808219178,0
"720","742",0.113972602739726,0.00854794520547945,0,0,"1991",WALPOST,"Waldegg, Post",0.122520547945205,0
"721","743",0.255013698630137,1.99594520547945,0,0,"6009",RREB,"Rüschlikon, Rebsteig",2.25095890410959,0
"722","744",0,0.803506849315068,0,0,"4108",SEHA01,"Thalwil, Seehaldenstrasse",0.803506849315068,0
"723","745",0,1.98027397260274,0,0,"6856",TSON01,"Thalwil, Sonnenberg",1.98027397260274,0
"724","746",0.0712328767123288,1.144,0,0,"2412",FELD01,"Thalwil, Feldstrasse",1.21523287671233,0
"725","747",0.0170958904109589,1.93895890410959,0,0,"2333",THSH01,"Thalwil, Schützenhaus",1.95605479452055,0
"726","748",0,0.388931506849315,0,0,"1684",MUBA01,"Thalwil, Mühlebachplatz",0.388931506849315,0
"727","749",0.142465753424658,1.41468493150685,0,0,"2989",TZEN01,"Thalwil, Zentrum",1.55715068493151,0
"728","750",1.13830136986301,1.36767123287671,0,0,"3378",PTHA01,"Thalwil, Post",2.50597260273972,0
"729","751",0,1.19101369863014,0,0,"641",CRUZ07,"Regensdorf, Chrüzächer",1.19101369863014,0
"730","752",0,1.69106849315068,0,0,"2986",ZREG07,"Regensdorf, Zentrum",1.69106849315068,0
"731","753",0.557041095890411,1.62553424657534,0,0,"1627",MEHO,"Dübendorf, Meiershofstrasse",2.18257534246575,0
"732","754",0.0698082191780822,0.883287671232877,0,0,"3478",CITC,"Dübendorf, City Center",0.953095890410959,0
"733","755",0.443068493150685,0.284931506849315,0,0,"1572",DLIN,"Dübendorf, Lindenplatz",0.728,0
"734","756",4.96493150684932,0.680986301369863,0,0,"3146",BDUN,"Dübendorf, Bahnhof Nord",5.64591780821918,0
"735","757",0.0284931506849315,0.289205479452055,0,0,"863",FLUP,"Dübendorf, Flugplatz",0.317698630136987,0
"736","758",0.0284931506849315,1.20383561643836,0,0,"753",DINN07,"Dübendorf, Innovationspark",1.23232876712329,0
"737","759",0.047013698630137,3.01742465753425,0,0,"6364",STIE,"Wangen, Stierwisen",3.06443835616439,0
"738","760",0,0.10827397260274,0,0,"1266",WHAE,"Wangen, Hätzelwisen",0.10827397260274,0
"739","761",0.428821917808219,1.78794520547945,0,0,"2850",WELI,"Wangen, Weidli",2.21676712328767,0
"740","762",0.047013698630137,0.609753424657534,0,0,"2975",ZELG,"Dübendorf, Zelglistrasse",0.656767123287671,0
"741","763",0,0.330520547945205,0,0,"1054",GRUZ,"Dübendorf, Grüzenstrasse",0.330520547945205,0
"742","764",0.0199452054794521,0.216547945205479,0,0,"1451",DKRE,"Dübendorf, Kreuzbühl",0.236493150684931,0
"743","765",0.142465753424658,0.675287671232877,0,0,"1303",IEBN,"Zürich, Im Ebnet",0.817753424657535,0
"744","766",0,0.166684931506849,0,0,"1542",RLET07,"Rümlang, Letten",0.166684931506849,0
"745","767",0,0.661041095890411,0,0,"6682",RHOE07,"Rümlang, Hörnlistrasse",0.661041095890411,0
"746","768",0.0056986301369863,0.790684931506849,0,0,"1799",RGEM07,"Rümlang, Gemeindehaus",0.796383561643835,0
"747","769",0.0869041095890411,0.129643835616438,0,0,"1763",ORUE07,"Rümlang, Oberdorf",0.216547945205479,0
"748","771",133.592465753425,142.554109589041,194.267928286853,207.299800796813,"2054",RENN,"Zürich, Rennweg",276.146575342466,401.567729083666
